sample_id,label,n_particles,pattern_params,seed_offset
sample_000027,edge_sector_right,200,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.edge_sector"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",27
sample_000028,scratch_vertical,200,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",28
sample_000029,radial_lines,200,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""wafer_radius_mm"": 150.0}",29
sample_000030,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",30
sample_000031,ring_narrow,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",31
sample_000032,scratch_vertical,200,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",32
sample_000033,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",33
sample_000034,radial_lines,200,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""wafer_radius_mm"": 150.0}",34
sample_000035,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",35
sample_000036,ring_narrow,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",36
sample_000037,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",37
sample_000038,scratch_horizontal,200,"{""angle_category"": ""horizontal"", ""length_ratio"": 1.0, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",38
sample_000039,edge_sector_left,200,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.edge_sector"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",39
sample_000040,random_edge_biased,200,"{""edge_bias"": 2.0, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.random_edge_biased"", ""wafer_radius_mm"": 150.0}",40
sample_000041,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",41
sample_000042,edge_sector_right,200,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.edge_sector"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",42
sample_000043,edge_sector_right,200,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.edge_sector"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",43
sample_000044,ring_narrow,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",44
sample_000045,radial_lines,200,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""wafer_radius_mm"": 150.0}",45
sample_000046,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",46
sample_000047,ring_wide,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",47
sample_000048,ring_narrow,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",48
sample_000049,ring_narrow,200,"{""n_particles"": 200, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",49
