sample_id,label,n_particles,pattern_params,seed_offset
sample_000010,C02_EdgeBiased,73,"{""edge_bias"": 1.562392510104012, ""n_particles"": 73, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",10
sample_000011,C04_Sector_Edge,147,"{""angle_center_rad"": 4.6597239052592565, ""angle_width_deg"": 48.02012546367307, ""edge_width_ratio"": 0.11262191279343108, ""n_particles"": 147, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.9803213252217486, ""radial_beta_beta"": 3.376341908506673, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.817937401372628, ""wafer_radius_mm"": 150.0}",11
sample_000012,C04_Sector_Edge,14,"{""angle_center_rad"": 0.7737308251046766, ""angle_width_deg"": 26.039707483594402, ""edge_width_ratio"": 0.09222910580319242, ""n_particles"": 14, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.5349540636791663, ""radial_beta_beta"": 2.5406929210898004, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.960428274039705, ""wafer_radius_mm"": 150.0}",12
sample_000013,C05_Sector_Internal,69,"{""angle_center_rad"": 4.881412342990255, ""angle_width_deg"": 78.45605784675058, ""edge_margin_norm"": 0.05, ""n_particles"": 69, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.3788215735587903, ""r_outer_ratio"": 0.7521216605112591, ""radial_beta_alpha"": 3.9589812817023344, ""radial_beta_beta"": 2.969063245131859, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 5.154374682827256, ""wafer_radius_mm"": 150.0}",13
sample_000014,C08_CurvedScratch,106,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.790557782552255, ""arc_radius_ratio"": 0.471444875111455, ""n_particles"": 106, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 131.3293428547398, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03277599457056584}",14
sample_000015,C09_Spiral,19,"{""end_r_ratio"": 0.7043403374664571, ""n_particles"": 19, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.15297241344273468, ""theta_max"": 17.538183248934217, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027038450356125496}",15
sample_000016,C03_Ring,119,"{""n_particles"": 119, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7814391028597834, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.16760185213724102}",16
sample_000017,C10_Hotspot_Iso,72,"{""center_angle"": ""random"", ""center_angle_rad"": 1.1030554840166098, ""center_radius_ratio"": 0.6877201328357149, ""mode"": ""random"", ""n_particles"": 72, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.10783009650272175, ""wafer_radius_mm"": 150.0}",17
sample_000018,C03_Ring,173,"{""n_particles"": 173, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8988961144000069, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.16083881596919172}",18
sample_000019,C06_RadialLines,66,"{""angular_jitter_deg"": 3.3073902199039233, ""n_lines"": 6, ""n_particles"": 66, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.9371937344794428, ""r_min_ratio"": 0.10418029883102115, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.004198812196087193, ""wafer_radius_mm"": 150.0}",19
sample_000020,C08_CurvedScratch,22,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.1637376878975776, ""arc_radius_ratio"": 0.8350211731093151, ""n_particles"": 22, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 106.37610893066443, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.011427182142775535}",20
sample_000021,C01_Uniform,35,"{""n_particles"": 35, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",21
sample_000022,C04_Sector_Edge,193,"{""angle_center_rad"": 5.686188529722356, ""angle_width_deg"": 78.20154968128173, ""edge_width_ratio"": 0.11884961480676563, ""n_particles"": 193, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.7061614920624542, ""radial_beta_beta"": 1.93606383466906, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.579509405219872, ""wafer_radius_mm"": 150.0}",22
sample_000023,C05_Sector_Internal,136,"{""angle_center_rad"": 4.144562446442234, ""angle_width_deg"": 56.52440036929198, ""edge_margin_norm"": 0.05, ""n_particles"": 136, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.3163322131319686, ""r_outer_ratio"": 0.6575605075408051, ""radial_beta_alpha"": 1.3496600114312587, ""radial_beta_beta"": 2.6390848450791036, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 5.514387431087775, ""wafer_radius_mm"": 150.0}",23
sample_000024,C07_StraightLine,146,"{""angle_deg"": 12.988354042349112, ""n_particles"": 146, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.275416833059811, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6170164297247338, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0495925310773032}",24
sample_000025,C10_Hotspot_Iso,73,"{""center_angle"": ""random"", ""center_angle_rad"": 4.890114819244643, ""center_radius_ratio"": 0.021183874122294034, ""mode"": ""random"", ""n_particles"": 73, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.03657631432318788, ""wafer_radius_mm"": 150.0}",25
sample_000026,C08_CurvedScratch,104,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 2.2682630333394114, ""arc_radius_ratio"": 0.8996102082782735, ""n_particles"": 104, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 147.61189839441352, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04369842627068611}",26
sample_000027,C03_Ring,165,"{""n_particles"": 165, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6149563716128097, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15491714312824476}",27
sample_000028,C08_CurvedScratch,112,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.57603432820514, ""arc_radius_ratio"": 0.7162299189835684, ""n_particles"": 112, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 112.56423724931436, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03871004993443471}",28
sample_000029,C01_Uniform,20,"{""n_particles"": 20, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",29
sample_000030,C09_Spiral,107,"{""end_r_ratio"": 0.9127018049478116, ""n_particles"": 107, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.06897863661609778, ""theta_max"": 17.342609450152718, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.009749511477740959}",30
sample_000031,C02_EdgeBiased,92,"{""edge_bias"": 2.625597646432778, ""n_particles"": 92, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",31
sample_000032,C09_Spiral,57,"{""end_r_ratio"": 0.752185680337074, ""n_particles"": 57, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.15666346742265896, ""theta_max"": 17.28030059087339, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.032267606818947366}",32
sample_000033,C07_StraightLine,31,"{""angle_deg"": 105.31936299676542, ""n_particles"": 31, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.058271799631215024, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.34338792450345923, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.013878888381501382}",33
sample_000034,C08_CurvedScratch,164,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 4.913458110427853, ""arc_radius_ratio"": 0.6569809515809542, ""n_particles"": 164, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 144.15594947055405, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03896397648584685}",34
sample_000035,C05_Sector_Internal,146,"{""angle_center_rad"": 0.8760348493200905, ""angle_width_deg"": 107.63261404857816, ""edge_margin_norm"": 0.05, ""n_particles"": 146, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.10904367737316208, ""r_outer_ratio"": 0.7861643320683318, ""radial_beta_alpha"": 2.266465380540561, ""radial_beta_beta"": 2.3967299205976325, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 0.8066104188862114, ""wafer_radius_mm"": 150.0}",35
sample_000036,C09_Spiral,70,"{""end_r_ratio"": 0.901788154058624, ""n_particles"": 70, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.07942600529617841, ""theta_max"": 16.76060406309834, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.042022325330816374}",36
sample_000037,C09_Spiral,178,"{""end_r_ratio"": 0.9578534755007325, ""n_particles"": 178, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.02819745292186162, ""theta_max"": 11.324871498148777, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02561810530436662}",37
sample_000038,C02_EdgeBiased,166,"{""edge_bias"": 1.8987600548301329, ""n_particles"": 166, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",38
sample_000039,C06_RadialLines,172,"{""angular_jitter_deg"": 3.7949515788272232, ""n_lines"": 6, ""n_particles"": 172, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.8209689883214419, ""r_min_ratio"": 0.16261111794996358, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.02279997384364544, ""wafer_radius_mm"": 150.0}",39
sample_000040,C07_StraightLine,132,"{""angle_deg"": 105.47776004390116, ""n_particles"": 132, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.217545251553289, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.3823493827106433, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04150367114703467}",40
sample_000041,C03_Ring,84,"{""n_particles"": 84, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.40347400520626986, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19723606854720196}",41
sample_000042,C04_Sector_Edge,178,"{""angle_center_rad"": 4.600430520773261, ""angle_width_deg"": 80.17536486744038, ""edge_width_ratio"": 0.27609823791271804, ""n_particles"": 178, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.364343051026777, ""radial_beta_beta"": 1.821457023642157, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.70176113484974, ""wafer_radius_mm"": 150.0}",42
sample_000043,C02_EdgeBiased,176,"{""edge_bias"": 2.9370195004553774, ""n_particles"": 176, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",43
sample_000044,C01_Uniform,18,"{""n_particles"": 18, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",44
sample_000045,C06_RadialLines,33,"{""angular_jitter_deg"": 2.8181662229001536, ""n_lines"": 4, ""n_particles"": 33, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.840436519592616, ""r_min_ratio"": 0.23571058590984945, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.005175803917888975, ""wafer_radius_mm"": 150.0}",45
sample_000046,C03_Ring,142,"{""n_particles"": 142, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8345018823711605, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.13702831086105113}",46
sample_000047,C08_CurvedScratch,144,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.8816535088006707, ""arc_radius_ratio"": 0.7493176883323958, ""n_particles"": 144, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 78.55244546135523, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01066386914066956}",47
sample_000048,C07_StraightLine,44,"{""angle_deg"": 24.450321260214537, ""n_particles"": 44, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2712205260604792, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5412970546908981, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027895452479252625}",48
sample_000049,C08_CurvedScratch,156,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.179713018354995, ""arc_radius_ratio"": 0.49821115464029114, ""n_particles"": 156, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 133.52901939419462, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.030411729350440016}",49
sample_000050,C01_Uniform,69,"{""n_particles"": 69, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",50
sample_000051,C06_RadialLines,99,"{""angular_jitter_deg"": 1.3866633516010292, ""n_lines"": 6, ""n_particles"": 99, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.8503154443825157, ""r_min_ratio"": 0.20646877282663417, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.02935629997695466, ""wafer_radius_mm"": 150.0}",51
sample_000052,C10_Hotspot_Iso,81,"{""center_angle"": ""random"", ""center_angle_rad"": 0.2862675817734964, ""center_radius_ratio"": 0.6954030904241486, ""mode"": ""random"", ""n_particles"": 81, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.10749639629113243, ""wafer_radius_mm"": 150.0}",52
sample_000053,C07_StraightLine,169,"{""angle_deg"": 20.368590918596638, ""n_particles"": 169, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.0178605361265298, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7741083225784106, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.043632471138041355}",53
sample_000054,C05_Sector_Internal,169,"{""angle_center_rad"": 4.543963431526713, ""angle_width_deg"": 113.20456034896502, ""edge_margin_norm"": 0.05, ""n_particles"": 169, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.399138509055691, ""r_outer_ratio"": 0.5332029816155897, ""radial_beta_alpha"": 1.945346165425074, ""radial_beta_beta"": 3.7730502031772573, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 6.692081247671043, ""wafer_radius_mm"": 150.0}",54
sample_000055,C01_Uniform,123,"{""n_particles"": 123, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",55
sample_000056,C05_Sector_Internal,93,"{""angle_center_rad"": 5.124825244711509, ""angle_width_deg"": 77.43409660931903, ""edge_margin_norm"": 0.05, ""n_particles"": 93, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.05610272161598771, ""r_outer_ratio"": 0.5514400518455997, ""radial_beta_alpha"": 2.281442238332884, ""radial_beta_beta"": 2.311196890093831, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.9253107059885513, ""wafer_radius_mm"": 150.0}",56
sample_000057,C02_EdgeBiased,157,"{""edge_bias"": 2.2026918421181576, ""n_particles"": 157, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",57
sample_000058,C03_Ring,49,"{""n_particles"": 49, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4298010247941639, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1703294893174578}",58
sample_000059,C08_CurvedScratch,25,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 4.36834229380315, ""arc_radius_ratio"": 0.5232846348174611, ""n_particles"": 25, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 77.33261196865969, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03128003062392856}",59
sample_000060,C08_CurvedScratch,164,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.4437750354480727, ""arc_radius_ratio"": 0.8776512882996854, ""n_particles"": 164, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 121.98970485452845, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027737631021912037}",60
sample_000061,C08_CurvedScratch,17,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.1207050295276075, ""arc_radius_ratio"": 0.6858706898823502, ""n_particles"": 17, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 143.0662770072435, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.030894671919483526}",61
sample_000062,C05_Sector_Internal,15,"{""angle_center_rad"": 5.23276773425409, ""angle_width_deg"": 57.294380451780334, ""edge_margin_norm"": 0.05, ""n_particles"": 15, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.2998931242484042, ""r_outer_ratio"": 0.5446965217570048, ""radial_beta_alpha"": 1.3310262616555735, ""radial_beta_beta"": 1.3292525281359964, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.4651378770255632, ""wafer_radius_mm"": 150.0}",62
sample_000063,C07_StraightLine,145,"{""angle_deg"": 28.98822819513087, ""n_particles"": 145, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.0749455600383031, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7624603316128574, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03231402722075942}",63
sample_000064,C01_Uniform,179,"{""n_particles"": 179, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",64
sample_000065,C04_Sector_Edge,91,"{""angle_center_rad"": 0.5319010790639512, ""angle_width_deg"": 50.12632349815325, ""edge_width_ratio"": 0.16270861372189155, ""n_particles"": 91, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.712987196277258, ""radial_beta_beta"": 1.5335198185505508, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.858615705293624, ""wafer_radius_mm"": 150.0}",65
sample_000066,C06_RadialLines,161,"{""angular_jitter_deg"": 1.299772921950958, ""n_lines"": 4, ""n_particles"": 161, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.9866320788849069, ""r_min_ratio"": 0.2693622744811994, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.026032451070188003, ""wafer_radius_mm"": 150.0}",66
sample_000067,C04_Sector_Edge,13,"{""angle_center_rad"": 3.108714638000086, ""angle_width_deg"": 59.877841916885345, ""edge_width_ratio"": 0.12561513590526058, ""n_particles"": 13, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.5439729642438826, ""radial_beta_beta"": 2.6252224047005583, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.376881268388555, ""wafer_radius_mm"": 150.0}",67
sample_000068,C09_Spiral,160,"{""end_r_ratio"": 0.866240053914086, ""n_particles"": 160, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.2794743627383296, ""theta_max"": 14.633631271088435, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.025639748337615346}",68
sample_000069,C04_Sector_Edge,38,"{""angle_center_rad"": 0.1275128859988509, ""angle_width_deg"": 83.90788464056068, ""edge_width_ratio"": 0.20720553156487265, ""n_particles"": 38, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.8444178615924909, ""radial_beta_beta"": 2.1822010678461234, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.2719501560480815, ""wafer_radius_mm"": 150.0}",69
sample_000070,C09_Spiral,181,"{""end_r_ratio"": 0.9388594777996744, ""n_particles"": 181, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.22636617578003115, ""theta_max"": 6.879748923525732, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.007377979314485456}",70
sample_000071,C07_StraightLine,188,"{""angle_deg"": 118.43753638430998, ""n_particles"": 188, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2508260558125307, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4805631204171901, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01011645241107116}",71
sample_000072,C01_Uniform,99,"{""n_particles"": 99, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",72
